source,target,edge_betweenness,length_m,confidence,status,highway,osm_id,edge_id
50254,50255,0.03248843107590994,37.744186617356895,0.6466272763177461,LIKELY_OPEN,secondary,152582846,152582846_0
6578,6579,0.032483239892023376,24.20045485473756,0.6056547494790026,LIKELY_OPEN,secondary,31565066,31565066_0
9242,9243,0.03247960606330278,65.06075552058779,0.860481276210532,OPEN,secondary,36885143,36885143_0
6579,6580,0.03247923526445374,28.7848683557294,0.6056547494790026,LIKELY_OPEN,secondary,31565066,31565066_0
74854,74864,0.032476787992050074,16.04630573651534,0.8455115659236908,OPEN,primary,1148408385,1148408385_0
6580,6581,0.032469520334608884,24.594238757597537,0.6056547494790026,LIKELY_OPEN,secondary,31565066,31565066_0
2086,79713,0.032443935214025096,7.219761422314594,0.8209948742529924,OPEN,secondary,462585119,462585119_0
50260,79713,0.03244230369908932,13.510285261784622,0.8776957988739015,OPEN,secondary,462585120,462585120_0
6581,6582,0.03244059802438373,99.7665952554654,0.6056547494790026,LIKELY_OPEN,secondary,31565066,31565066_0
50259,50260,0.03242309631870903,20.33489460923949,0.6466272763177461,LIKELY_OPEN,secondary,152582846,152582846_0
55516,79714,0.032405149654415474,26.823109238570126,0.8209948742529924,OPEN,secondary,462585119,462585119_0
29798,55516,0.03240507549464566,11.87421339127423,0.8209948742529924,OPEN,secondary,462585119,462585119_0
2086,29798,0.032404333896947586,38.372965688159795,0.8209948742529924,OPEN,secondary,462585119,462585119_0
79714,79715,0.03240070006822699,26.549637332602988,0.8209948742529924,OPEN,secondary,462585119,462585119_0
1509,79715,0.03239654712111774,47.74128328358049,0.8209948742529924,OPEN,secondary,462585119,462585119_0
6582,6583,0.032381344368307086,42.98357748849161,0.6056547494790026,LIKELY_OPEN,secondary,31565066,31565066_0
9244,127061,0.0323567233247308,7.927539724916167,0.9390195608139037,OPEN,secondary,1352288517,1352288517_0
66559,92280,0.032282266915843495,7.185695443855861,0.5644286186878498,LIKELY_OPEN,secondary,764500260,764500260_0
80657,80658,0.03223005843789861,9.851764063790615,0.3876140827602811,UNCERTAIN,primary,503401204,503401204_0
74854,80658,0.03222931684020053,98.34819015657206,0.3876140827602811,UNCERTAIN,primary,503401204,503401204_0
80656,80657,0.03220936786212216,20.607866112952664,0.3876140827602811,UNCERTAIN,primary,503401204,503401204_0
80656,91973,0.032199801251816915,5.410546764357046,0.8432968702316285,OPEN,primary,760700372,760700372_0
74796,91973,0.032192236955296494,39.007390329000394,0.8432968702316285,OPEN,primary,760700372,760700372_0
74795,74884,0.03218978968289283,39.89530581064787,0.6055642347865635,LIKELY_OPEN,primary,362900184,362900184_0
74795,74796,0.03217065646228234,91.76340856109024,0.42727991724014286,UNCERTAIN,primary,359476587,359476587_0
50202,50203,0.03216887662780695,21.18446495330254,0.5250768689207128,LIKELY_OPEN,primary,152051153,152051153_0
50203,50204,0.032159087538192285,4.326968968223127,0.5250768689207128,LIKELY_OPEN,primary,152051153,152051153_0
50204,50205,0.03215419299338495,63.31693316468132,0.6671808086122786,LIKELY_OPEN,service,1313480212,1313480212_0
50205,50206,0.032149446768117235,7.684039792066573,0.5250768689207128,LIKELY_OPEN,primary,152051153,152051153_0
50206,50207,0.03213698792678948,21.73972901088256,0.5250768689207128,LIKELY_OPEN,primary,152051153,152051153_0
50207,50208,0.03212452908546172,85.5208892796473,0.5250768689207128,LIKELY_OPEN,primary,152051153,152051153_0
50208,50209,0.032117113108480914,57.893912894826514,0.5250768689207128,LIKELY_OPEN,primary,152051153,152051153_0
50209,50210,0.032111328646435885,15.401108837182186,0.5250768689207128,LIKELY_OPEN,primary,152051153,152051153_0
50201,74864,0.03210265195336834,9.789109793412399,0.7750319814682007,OPEN,primary,1539996893,1539996893_0
50441,57510,0.03210027884073448,31.49362866948951,0.2599991261959076,LIKELY_BLOCKED,primary_link,200617332,200617332_0
10630,50210,0.03209990804188544,28.463653263845057,0.5250768689207128,LIKELY_OPEN,primary,152051153,152051153_0
50201,50202,0.03209775740856101,14.738756602868364,0.5250768689207128,LIKELY_OPEN,primary,152051153,152051153_0
10190,115396,0.03199497196760701,37.54351570904872,0.6757429574836384,LIKELY_OPEN,primary,1347255640,1347255640_0
15374,115396,0.031967681172317644,10.215376897738482,0.6757429574836384,LIKELY_OPEN,primary,1347255640,1347255640_0
6584,6585,0.0319388330218623,62.21804626482303,0.6056547494790026,LIKELY_OPEN,secondary,31565066,31565066_0
2312,2313,0.03193875886209249,10.090936779869669,0.6997810459227962,LIKELY_OPEN,tertiary,24299079,24299079_0
6585,6586,0.03193616327014921,17.482228316583893,0.6056547494790026,LIKELY_OPEN,secondary,31565066,31565066_0
74854,121903,0.03189774850938863,11.699517706450496,0.8571028602123261,OPEN,primary,1539996892,1539996892_0
121902,121903,0.03189359556227938,77.57868674064821,0.5180745318356682,LIKELY_OPEN,primary,1110178941,1110178941_0
108282,131301,0.031889294295630505,35.186659744117634,0.5643218875602938,LIKELY_OPEN,tertiary,1316364187,1316364187_0
74825,121899,0.03187772537154045,15.20908218474367,0.6451561958789825,LIKELY_OPEN,primary,1148194090,1148194090_0
121899,121900,0.031876242176144286,33.065466831052746,0.5180745318356682,LIKELY_OPEN,primary,1110178941,1110178941_0
93734,131301,0.03187105099225772,112.22293443219188,0.5643218875602938,LIKELY_OPEN,tertiary,1316364187,1316364187_0
121901,121902,0.03186882619916348,25.93004619845368,0.5180745318356682,LIKELY_OPEN,primary,1110178941,1110178941_0
121900,121901,0.03186852956008425,24.943063152519013,0.5180745318356682,LIKELY_OPEN,primary,1110178941,1110178941_0
93734,126867,0.031835454302749845,87.85616002771414,0.5643218875602938,LIKELY_OPEN,tertiary,1316364187,1316364187_0
35595,129355,0.03182796416599923,7.670075196987507,0.6155351225535075,LIKELY_OPEN,secondary,1244012475,1244012475_0
60997,61045,0.03180097000978909,7.63494038005269,0.64078564564387,LIKELY_OPEN,residential,1375664187,1375664187_0
80296,94680,0.03177879623861648,73.7659896483649,0.17935889932201873,LIKELY_BLOCKED,tertiary,1432476316,1432476316_0
12500,50927,0.03175195040194596,117.93574009729656,0.6125838680145068,LIKELY_OPEN,tertiary,1313067008,1313067008_0
5488,9146,0.0317377117261428,15.347465749850112,0.8441526276292934,OPEN,primary,36852353,36852353_0
94680,108525,0.03173474533535048,16.017858927505962,0.17935889932201873,LIKELY_BLOCKED,tertiary,1432476316,1432476316_0
12468,108528,0.03171739194921539,29.333549442405076,0.6125838680145068,LIKELY_OPEN,tertiary,1313067008,1313067008_0
94683,108525,0.03171005013200439,104.6019986669821,0.17935889932201873,LIKELY_BLOCKED,tertiary,1432476316,1432476316_0
94683,130664,0.031708715256147844,130.74050105801223,0.17935889932201873,LIKELY_BLOCKED,tertiary,1432476316,1432476316_0
108528,130664,0.03170856693660823,10.882588060022774,0.6125838680145068,LIKELY_OPEN,tertiary,1313067008,1313067008_0
25389,25393,0.03168550324819792,23.06180460345041,0.5864929497241974,LIKELY_OPEN,service,53583685,53583685_0
25379,25389,0.03168476165049984,17.74379004202589,0.5864929497241974,LIKELY_OPEN,service,53583685,53583685_0
25393,25394,0.03168090534246982,14.205073993383667,0.3979277634620667,UNCERTAIN,service,1311723532,1311723532_0
12468,12500,0.03168060870339059,30.67441948556672,0.6125838680145068,LIKELY_OPEN,tertiary,1313067008,1313067008_0
25394,25395,0.03167630743674172,131.7286136989979,0.30350362956523896,UNCERTAIN,service,53583687,53583687_0
25395,65011,0.031667704903443984,13.754451458931245,0.31466925442218785,UNCERTAIN,service,232346011,232346011_0
